employee_id,department,years_at_company,satisfaction_score,last_evaluation,salary_usd,left_company
EMP-1532,HR,8,4.0,4.0,107035,0
EMP-1533,Finance,9,2.7,3.8,99575,0
EMP-1534,Marketing,3,3.7,4.3,60223,0
EMP-1535,Finance,12,1.9,2.3,109034,0
EMP-1536,Marketing,5,2.3,2.8,192767,1
EMP-1537,Engineering,3,4.2,1.8,123036,0
EMP-1538,Marketing,10,1.9,2.8,196957,1
EMP-1539,Sales,3,2.0,4.9,159245,1
EMP-1540,Sales,12,1.8,2.9,95858,0
EMP-1541,Engineering,3,1.1,3.9,195069,0
EMP-1542,HR,7,1.6,1.7,127392,1
EMP-1543,Sales,9,4.9,3.1,189319,0
EMP-1544,Marketing,9,3.2,3.6,160093,0
EMP-1545,Finance,3,1.2,4.3,143321,0
EMP-1546,Sales,6,2.3,1.9,195739,0
EMP-1547,Finance,3,4.0,4.0,69543,0
EMP-1548,Finance,5,4.7,2.4,162358,0
EMP-1549,Sales,4,3.2,4.5,199044,0
EMP-1550,Finance,7,4.7,1.9,183493,0
EMP-1551,HR,3,1.5,4.1,166999,0
EMP-1552,Finance,9,3.1,3.0,90285,0
EMP-1553,Sales,1,1.3,2.3,109358,0
EMP-1554,Sales,10,1.4,4.8,70841,1
EMP-1555,Marketing,1,1.3,4.4,167646,1
EMP-1556,Engineering,3,3.3,2.8,142897,0
EMP-1557,Engineering,12,1.8,1.3,174313,1
EMP-1558,Sales,7,4.7,3.9,86160,0
EMP-1559,Sales,13,1.6,3.2,126724,1
EMP-1560,Engineering,10,2.8,1.9,198170,0
EMP-1561,Sales,10,2.8,4.4,128085,0
EMP-1562,Finance,13,1.1,1.4,75638,1
EMP-1563,Engineering,11,4.0,3.8,91772,0
EMP-1564,HR,7,4.4,2.8,162742,0
EMP-1565,Engineering,15,1.3,3.4,181141,0
EMP-1566,Marketing,2,3.6,3.8,94300,1
EMP-1567,Sales,15,3.4,2.1,89557,0
EMP-1568,HR,14,2.2,1.8,135821,0
EMP-1569,HR,15,1.2,1.3,191567,1
EMP-1570,Sales,11,1.7,1.9,187927,1
EMP-1571,Marketing,12,4.1,1.2,91097,0
EMP-1572,Marketing,8,4.2,4.8,184860,0
EMP-1573,Sales,2,1.5,2.2,133592,0
EMP-1574,Marketing,12,4.8,3.7,98997,0
EMP-1575,Engineering,3,2.2,3.9,165681,1
EMP-1576,Sales,1,3.1,2.7,140162,0
EMP-1577,HR,7,3.4,3.0,121030,1
EMP-1578,HR,15,4.0,1.4,59546,1
EMP-1579,Marketing,13,3.7,3.4,101499,1
EMP-1580,HR,9,2.0,1.4,174680,1
EMP-1581,Engineering,3,2.3,3.5,186121,0
EMP-1582,Engineering,6,4.0,4.5,199966,0
EMP-1583,Sales,5,4.0,3.1,136438,0
EMP-1584,HR,11,4.6,3.8,153983,0
EMP-1585,Marketing,3,4.2,2.8,77430,1
EMP-1586,HR,15,4.8,4.6,120783,0
EMP-1587,HR,2,4.8,2.8,95649,1
EMP-1588,Engineering,3,4.7,3.6,53959,0
EMP-1589,Engineering,7,3.4,3.9,149721,0
EMP-1590,Engineering,1,4.3,3.6,151765,0
EMP-1591,Sales,3,3.2,4.4,138616,1
EMP-1592,Marketing,1,4.0,3.5,71561,0
EMP-1593,HR,8,2.5,4.3,159471,0
EMP-1594,Engineering,9,3.7,3.2,194540,0
EMP-1595,Sales,10,1.9,3.0,51540,0
EMP-1596,HR,8,4.3,3.9,105061,0
EMP-1597,Marketing,1,4.7,4.7,135730,0
EMP-1598,Engineering,8,3.8,3.8,113612,0
EMP-1599,HR,2,2.9,2.1,58638,0
EMP-1600,Finance,1,2.1,4.2,134652,1
EMP-1601,Sales,11,2.7,4.5,173002,0
EMP-1602,Marketing,1,3.7,1.7,131723,0
EMP-1603,HR,9,1.6,3.9,185971,1
EMP-1604,Sales,4,4.5,4.6,113617,0
EMP-1605,Sales,4,2.2,3.3,79735,1
EMP-1606,Finance,7,3.1,3.4,189141,0
EMP-1607,HR,5,3.5,2.5,189914,0
EMP-1608,Sales,13,1.3,4.3,133623,1
EMP-1609,Engineering,8,4.0,4.2,80489,1
EMP-1610,Sales,4,1.4,4.9,183248,1
EMP-1611,Finance,9,4.9,1.4,151306,0
EMP-1612,Engineering,7,4.5,4.6,179201,0
EMP-1613,HR,14,3.9,2.8,73528,1
EMP-1614,Engineering,8,4.6,2.3,65388,0
EMP-1615,Engineering,2,1.2,1.6,163236,0
EMP-1616,Sales,4,1.2,3.4,186854,0
EMP-1617,Sales,5,4.4,3.1,197176,0
EMP-1618,Finance,6,1.3,4.8,132990,1
EMP-1619,Engineering,7,1.7,1.4,118772,1
EMP-1620,Marketing,1,1.0,4.3,151536,1
EMP-1621,Finance,12,2.7,3.4,73065,0
EMP-1622,Finance,9,3.8,2.1,176372,0
EMP-1623,Sales,10,1.4,3.4,153506,0
EMP-1624,Engineering,13,2.4,2.2,66628,1
EMP-1625,Marketing,5,1.6,3.1,169597,0
EMP-1626,Sales,15,3.7,4.8,136787,0
EMP-1627,Finance,5,3.8,4.6,95415,0
EMP-1628,HR,8,5.0,4.6,164726,0
EMP-1629,Finance,2,1.0,2.4,193018,0
EMP-1630,Sales,15,3.0,2.5,175990,1
EMP-1631,HR,1,4.6,4.0,196517,1
EMP-1632,Finance,12,4.7,1.6,76084,1
EMP-1633,HR,15,2.3,1.4,190846,1
EMP-1634,Engineering,2,3.6,2.4,162922,0
EMP-1635,Finance,10,2.9,2.3,120236,0
EMP-1636,Engineering,6,1.6,1.3,159605,1
EMP-1637,Finance,13,3.2,4.7,55427,0
EMP-1638,HR,10,2.1,2.0,145605,0
EMP-1639,Engineering,15,1.9,4.8,74938,1
EMP-1640,Sales,8,1.0,2.4,59648,1
EMP-1641,Marketing,4,3.9,2.2,189175,1
EMP-1642,HR,3,3.3,2.9,160991,0
EMP-1643,HR,5,1.1,1.4,159038,0
EMP-1644,Finance,1,1.3,4.2,189947,1
EMP-1645,Sales,7,4.8,4.3,162990,0
EMP-1646,Finance,6,2.9,4.2,78978,1
EMP-1647,HR,6,3.3,3.6,160480,0
EMP-1648,Sales,14,1.3,2.7,177503,0
EMP-1649,Finance,1,1.5,1.1,126954,0
EMP-1650,Marketing,8,3.8,2.2,129105,0
EMP-1651,Finance,15,1.4,1.6,106350,1
EMP-1652,Sales,2,4.0,1.3,142790,0
EMP-1653,Engineering,5,4.6,2.9,148023,0
EMP-1654,Engineering,15,3.5,1.7,110959,0
EMP-1655,Marketing,1,3.8,3.2,76993,0
EMP-1656,Marketing,14,3.0,2.4,177350,0
EMP-1657,Marketing,7,1.2,1.3,92280,0
EMP-1658,Marketing,10,2.4,1.4,171687,1
EMP-1659,Marketing,13,1.1,2.6,151312,1
EMP-1660,HR,15,4.0,2.7,81374,0
EMP-1661,Finance,5,3.5,3.8,62348,0
EMP-1662,Marketing,3,4.6,1.6,132206,0
EMP-1663,Sales,8,2.5,3.7,86996,0
EMP-1664,Sales,1,1.4,3.2,66073,0
EMP-1665,Marketing,2,4.3,2.6,121745,0
EMP-1666,Engineering,8,2.2,2.8,117891,1
EMP-1667,Finance,4,3.6,1.5,111127,0
EMP-1668,HR,11,4.5,3.8,95759,0
EMP-1669,Engineering,8,4.5,4.7,98230,0
EMP-1670,HR,1,3.2,4.0,76833,0
EMP-1671,Sales,7,2.8,2.7,172795,0
EMP-1672,Sales,13,5.0,2.8,104259,0
EMP-1673,Marketing,9,2.3,4.5,161308,0
EMP-1674,Sales,7,1.3,1.9,109205,1
EMP-1675,Finance,12,3.3,2.9,57521,0
EMP-1676,Sales,3,1.5,4.0,60020,0
EMP-1677,HR,12,4.9,2.2,117635,0
EMP-1678,Marketing,12,3.1,2.4,100518,0
EMP-1679,Engineering,8,4.3,4.6,115377,0
EMP-1680,Finance,2,1.5,2.1,76132,1
EMP-1681,Sales,3,3.9,1.4,60346,0
EMP-1682,Engineering,9,2.8,3.2,60707,0
EMP-1683,HR,11,5.0,1.3,95700,0
EMP-1684,Finance,4,2.5,1.5,199112,0
EMP-1685,Engineering,12,3.1,2.6,98113,0
EMP-1686,HR,13,3.9,2.6,184403,0
EMP-1687,Finance,10,4.9,4.8,183755,0
EMP-1688,Engineering,1,2.0,4.4,118700,0
EMP-1689,Marketing,1,1.4,2.2,161791,1
EMP-1690,Engineering,3,3.5,2.0,124588,0
EMP-1691,Marketing,13,4.6,4.0,129739,0
EMP-1692,HR,12,2.7,2.8,84994,0
EMP-1693,Sales,8,3.8,4.2,56776,0
EMP-1694,Engineering,8,2.9,3.1,100838,0
EMP-1695,Finance,13,3.2,2.9,151645,0
EMP-1696,Finance,7,3.2,2.9,111830,0
EMP-1697,Engineering,15,3.8,4.7,169237,1
EMP-1698,Marketing,13,1.5,3.8,77535,1
EMP-1699,Marketing,6,3.2,1.3,81633,1
EMP-1700,Marketing,5,2.1,3.6,170025,1
EMP-1701,Engineering,13,2.4,2.7,117862,1
EMP-1702,Sales,10,2.3,3.1,167903,1
EMP-1703,HR,3,2.3,1.0,167254,0
EMP-1704,Marketing,12,2.0,4.0,157021,1
EMP-1705,Marketing,9,3.2,1.1,164002,0
EMP-1706,Marketing,4,1.1,1.3,122948,0
EMP-1707,Marketing,5,3.2,1.4,108542,0
EMP-1708,Marketing,11,3.9,4.4,176096,0
EMP-1709,HR,1,2.0,4.2,81258,1
EMP-1710,Sales,12,3.1,4.0,150376,1
EMP-1711,Sales,10,1.5,3.9,55840,1
EMP-1712,Sales,9,3.7,2.7,114000,0
EMP-1713,Engineering,14,2.1,3.7,181666,0
EMP-1714,Finance,3,3.3,4.1,53463,0
EMP-1715,Finance,15,1.6,3.1,126013,1
EMP-1716,HR,11,3.1,3.9,151851,0
EMP-1717,Engineering,6,4.3,1.5,130981,0
EMP-1718,HR,2,3.7,4.4,83835,0
EMP-1719,Marketing,1,1.2,1.5,170864,1
EMP-1720,HR,11,1.1,3.4,159864,1
EMP-1721,Engineering,15,3.2,3.0,180531,0
EMP-1722,HR,14,4.8,3.8,54985,0
EMP-1723,Engineering,8,1.7,1.0,75008,1
EMP-1724,Sales,11,4.4,4.5,80862,0
EMP-1725,Sales,13,4.3,3.4,170834,0
EMP-1726,HR,6,2.0,3.8,119167,1
EMP-1727,Marketing,9,1.1,1.5,113880,0
EMP-1728,HR,9,1.1,3.3,190291,1
EMP-1729,Marketing,5,1.2,2.1,148542,0
EMP-1730,HR,8,3.0,4.7,135244,0
EMP-1731,Marketing,15,1.3,1.6,169651,1
EMP-1732,HR,7,1.2,2.6,136128,1
EMP-1733,Sales,2,2.9,2.5,93334,0
EMP-1734,Sales,2,2.0,4.7,178313,0
EMP-1735,Finance,2,1.9,4.0,56201,0
EMP-1736,Marketing,14,2.2,4.2,192895,0
EMP-1737,Engineering,15,2.8,4.1,54156,0
EMP-1738,HR,12,4.3,2.5,108300,0
EMP-1739,Marketing,8,2.8,2.3,54920,1
EMP-1740,Marketing,6,3.5,3.9,133171,0
EMP-1741,HR,15,2.4,2.5,145608,1
EMP-1742,HR,7,2.5,2.5,195260,1
EMP-1743,Engineering,8,4.4,3.8,131538,0
EMP-1744,HR,2,4.2,3.6,91341,0
EMP-1745,HR,6,4.1,1.6,137138,0
EMP-1746,Finance,15,1.1,1.0,126269,0
EMP-1747,Engineering,6,2.3,2.0,68214,0
EMP-1748,Sales,8,4.3,3.7,103075,0
EMP-1749,Marketing,4,2.1,3.5,69210,0
EMP-1750,HR,4,1.2,2.0,117671,1
EMP-1751,Engineering,14,4.3,2.0,196412,0
EMP-1752,Sales,1,2.3,1.5,183534,0
EMP-1753,Marketing,4,3.0,4.7,114054,1
EMP-1754,Engineering,2,4.7,4.0,146672,0
EMP-1755,Finance,11,4.4,1.1,87186,0
EMP-1756,Engineering,4,3.1,3.7,139810,0
EMP-1757,Engineering,14,3.0,4.7,79816,0
EMP-1758,Finance,1,1.2,1.3,128790,1
EMP-1759,Marketing,5,1.8,2.3,70949,0
EMP-1760,Sales,11,4.8,1.7,68715,0
EMP-1761,HR,7,1.6,1.9,130771,0
EMP-1762,Engineering,2,4.5,1.9,73939,0
EMP-1763,Marketing,8,1.4,4.1,178469,1
EMP-1764,Finance,14,2.4,3.7,82353,0
EMP-1765,HR,14,2.9,3.4,86940,0
EMP-1766,Sales,15,1.2,4.7,62743,0
EMP-1767,Marketing,7,4.3,3.2,157845,0
EMP-1768,HR,13,2.1,3.3,111463,0
EMP-1769,Marketing,2,4.7,3.1,118862,0
EMP-1770,Engineering,1,1.4,3.0,127492,1
EMP-1771,HR,14,3.2,4.7,51964,1
EMP-1772,HR,13,3.4,3.2,55917,1
EMP-1773,Finance,5,2.4,4.4,183297,1
EMP-1774,Finance,2,1.4,2.5,190461,0
EMP-1775,HR,15,1.8,1.4,119429,1
EMP-1776,Engineering,10,3.5,1.8,123624,0
EMP-1777,Finance,14,1.7,3.5,65809,1
EMP-1778,Sales,15,3.8,1.6,118201,0
EMP-1779,Marketing,1,1.7,4.1,62030,1
EMP-1780,HR,13,2.6,4.7,187961,0
EMP-1781,Engineering,7,3.6,4.5,182788,0
EMP-1782,Engineering,13,4.0,1.9,191153,0
EMP-1783,Finance,2,4.1,2.3,85275,0
EMP-1784,HR,8,4.1,1.0,143050,1
EMP-1785,Finance,3,4.4,2.9,100650,0
EMP-1786,Marketing,7,3.2,4.1,198010,0
EMP-1787,Sales,1,4.7,2.2,94897,0
EMP-1788,Marketing,11,3.3,3.2,185519,0
EMP-1789,Sales,15,2.7,4.0,88482,0
EMP-1790,Finance,6,2.0,4.6,199766,0
EMP-1791,Engineering,13,4.6,2.4,122702,0
EMP-1792,Marketing,11,2.8,1.0,180955,0
EMP-1793,Engineering,10,4.4,1.4,142215,0
EMP-1794,HR,9,1.5,3.6,151230,0
EMP-1795,Marketing,4,1.0,4.7,87314,0
EMP-1796,Marketing,9,4.8,1.5,65703,1
EMP-1797,Marketing,3,4.0,3.1,72044,0
EMP-1798,Sales,11,4.6,1.2,95819,0
EMP-1799,Sales,4,2.3,3.6,65679,0
EMP-1800,HR,8,2.2,1.3,94203,0
EMP-1801,Sales,11,3.5,4.9,140027,1
EMP-1802,Engineering,11,4.7,2.1,142825,0
EMP-1803,Marketing,7,2.2,4.7,65285,1
EMP-1804,Finance,8,2.4,3.4,177462,0
EMP-1805,Finance,13,1.2,4.0,112407,0
EMP-1806,Engineering,14,4.4,1.6,50788,0
EMP-1807,Engineering,12,2.6,2.1,70158,1
EMP-1808,Engineering,5,3.7,2.0,86002,0
EMP-1809,Sales,1,4.2,2.2,115137,0
EMP-1810,Sales,10,3.3,1.2,128013,0
EMP-1811,Sales,11,3.0,2.4,139593,0
EMP-1812,HR,14,4.4,1.7,91044,0
EMP-1813,Sales,14,1.2,1.1,83829,1
EMP-1814,Marketing,12,4.4,1.1,83527,0
EMP-1815,HR,15,4.8,2.5,66080,1
EMP-1816,Marketing,12,2.5,3.1,97490,1
EMP-1817,Marketing,13,3.7,2.0,116116,0
EMP-1818,HR,11,1.9,4.9,122301,1
EMP-1819,Marketing,6,2.9,1.7,183983,0
EMP-1820,Finance,7,3.5,2.1,108960,0
EMP-1821,Sales,7,2.5,2.9,153852,0
EMP-1822,HR,15,3.0,1.5,59140,0
EMP-1823,Sales,13,3.2,1.4,137742,0
EMP-1824,Sales,13,2.2,4.0,71987,1
EMP-1825,Finance,7,1.5,4.0,120856,1
EMP-1826,HR,15,4.6,3.7,94648,0
EMP-1827,Engineering,10,2.8,3.6,185305,0
EMP-1828,HR,6,2.9,4.2,182128,0
EMP-1829,Engineering,12,3.6,1.6,54216,0
EMP-1830,Finance,4,2.3,3.8,156808,1
EMP-1831,Marketing,1,2.6,2.0,148571,1
EMP-1832,HR,5,3.1,2.9,96102,0
EMP-1833,HR,15,3.0,4.2,178544,0
EMP-1834,HR,15,1.8,4.5,142911,0
EMP-1835,Marketing,9,3.2,1.5,199828,1
EMP-1836,Marketing,11,4.0,4.6,84733,0
EMP-1837,Sales,14,4.0,4.2,71963,0
EMP-1838,Sales,4,3.3,1.2,147685,0
EMP-1839,Marketing,5,2.6,2.0,68840,0
EMP-1840,HR,4,1.7,4.9,181057,0
EMP-1841,Engineering,14,4.8,3.8,134556,0
EMP-1842,HR,11,2.4,1.1,163702,0
EMP-1843,HR,10,1.2,2.3,195885,0
EMP-1844,Finance,10,2.7,3.8,100727,0
EMP-1845,Engineering,3,2.3,4.4,172173,0
EMP-1846,Finance,8,3.2,2.8,64316,1
EMP-1847,Engineering,10,1.3,4.2,107921,1
EMP-1848,Engineering,7,2.6,5.0,133651,0
EMP-1849,Sales,4,1.3,2.1,132644,1
EMP-1850,Engineering,7,3.9,3.3,165438,0
EMP-1851,HR,8,4.9,4.1,177276,0
EMP-1852,Sales,1,2.9,2.8,106388,0
EMP-1853,Marketing,3,1.6,2.7,153443,0
EMP-1854,Marketing,4,3.4,2.0,152786,0
EMP-1855,Finance,14,4.9,1.7,193451,0
EMP-1856,HR,12,4.6,4.5,84538,0
EMP-1857,Sales,11,3.8,2.1,185903,0
EMP-1858,HR,13,1.6,3.5,77380,0
EMP-1859,Engineering,15,2.0,4.5,62237,1
EMP-1860,Finance,9,4.4,4.2,76698,1
EMP-1861,Sales,7,1.5,2.7,158288,1
EMP-1862,Finance,8,2.6,4.1,127387,0
EMP-1863,Engineering,8,2.5,4.6,115975,0
EMP-1864,Marketing,9,2.0,3.9,91118,1
EMP-1865,Marketing,11,1.2,4.2,179619,0
EMP-1866,Engineering,10,4.3,2.0,186746,0
EMP-1867,Finance,10,3.6,3.1,75461,0
EMP-1868,HR,6,3.2,4.2,115050,0
EMP-1869,HR,15,2.0,3.6,52417,1
EMP-1870,HR,4,4.7,4.9,150541,1
EMP-1871,Marketing,7,4.6,3.9,105573,0
EMP-1872,HR,5,3.1,4.6,191831,0
EMP-1873,Marketing,8,4.9,1.6,125715,0
EMP-1874,Engineering,6,1.2,3.6,140426,0
EMP-1875,Finance,1,3.3,3.5,196244,0
EMP-1876,Sales,14,4.7,3.3,90030,0
EMP-1877,Sales,11,4.2,2.5,131287,0
EMP-1878,HR,11,1.4,1.3,78211,1
EMP-1879,Finance,7,4.5,4.9,118788,0
EMP-1880,HR,15,1.9,4.5,161176,0
EMP-1881,Sales,11,4.9,2.5,118556,0
EMP-1882,Finance,1,4.2,2.3,144369,0
EMP-1883,Finance,12,2.1,3.0,108952,1
EMP-1884,HR,8,4.6,1.9,55475,0
EMP-1885,Sales,9,4.8,4.4,136681,0
EMP-1886,Engineering,1,3.0,1.9,82282,0
EMP-1887,HR,12,2.5,3.4,66897,0
EMP-1888,Marketing,6,2.7,3.4,117276,0
EMP-1889,HR,11,4.4,4.2,85426,0
EMP-1890,Finance,5,2.6,4.8,134330,0
EMP-1891,Engineering,1,3.4,3.2,82242,0
EMP-1892,Engineering,5,4.6,4.2,136516,1
EMP-1893,Engineering,2,1.2,4.5,72347,1
EMP-1894,Marketing,2,1.4,3.7,166804,0
EMP-1895,Finance,6,4.8,3.3,98819,0
EMP-1896,Marketing,15,4.9,1.9,69028,1
EMP-1897,Engineering,6,1.1,2.0,197588,1
EMP-1898,Finance,1,4.0,3.1,199852,0
EMP-1899,Finance,8,2.8,3.9,114770,0
EMP-1900,Marketing,10,2.3,3.8,78255,0
EMP-1901,HR,8,3.9,3.5,79076,0
EMP-1902,Engineering,10,2.9,4.7,115092,1
EMP-1903,Marketing,13,1.9,2.3,97058,1
EMP-1904,Sales,15,2.3,1.3,127020,1
EMP-1905,Engineering,9,3.2,4.1,91537,0
EMP-1906,Engineering,14,2.8,1.2,104386,0
EMP-1907,Sales,15,3.5,2.7,61271,0
EMP-1908,HR,8,4.1,3.5,67270,1
EMP-1909,Sales,1,3.2,4.7,196408,0
EMP-1910,Sales,10,2.3,2.3,105900,0
EMP-1911,Engineering,5,1.3,3.6,80653,1
EMP-1912,HR,10,3.1,2.3,156222,0
EMP-1913,Engineering,9,2.6,1.4,176194,0
EMP-1914,Engineering,6,4.4,2.5,51327,0
EMP-1915,Finance,5,3.0,3.0,140798,0
EMP-1916,Finance,14,2.7,2.3,83894,0
EMP-1917,HR,8,1.4,3.2,141696,1
EMP-1918,Sales,3,2.9,1.2,139551,0
EMP-1919,HR,10,3.4,1.7,197754,1
EMP-1920,Finance,7,4.0,4.7,123848,0
EMP-1921,Sales,7,2.4,2.4,67849,1
EMP-1922,Sales,14,1.2,3.8,148890,0
EMP-1923,Marketing,14,4.6,4.1,199341,0
EMP-1924,Finance,14,1.3,4.4,54598,1
EMP-1925,Engineering,15,2.9,1.5,83407,0
EMP-1926,HR,1,3.9,3.5,137633,0
EMP-1927,Sales,6,4.5,1.7,97916,0
EMP-1928,Finance,3,3.7,1.0,84525,0
EMP-1929,Marketing,2,2.7,1.9,67452,0
EMP-1930,Engineering,3,2.0,3.5,101993,1
EMP-1931,Engineering,7,2.4,2.6,60237,1
EMP-1932,Finance,5,1.4,5.0,152599,0
EMP-1933,HR,12,3.1,1.4,141959,0
EMP-1934,Engineering,1,3.0,2.8,142638,1
EMP-1935,Finance,7,1.2,4.1,108191,1
EMP-1936,HR,1,3.1,2.4,174955,0
EMP-1937,Sales,12,3.1,1.4,118306,0
EMP-1938,Marketing,9,4.1,1.7,122770,0
EMP-1939,Sales,5,3.3,3.3,97161,0
EMP-1940,Sales,1,4.7,2.5,194285,0
EMP-1941,Finance,4,3.6,1.4,121564,0
EMP-1942,Sales,15,2.5,3.5,140255,0
EMP-1943,Finance,2,4.3,4.9,199422,0
EMP-1944,Finance,6,1.4,1.2,157511,0
EMP-1945,Sales,13,3.4,4.2,116100,0
EMP-1946,Sales,8,1.6,1.1,91168,1
EMP-1947,Marketing,10,4.4,2.2,194315,0
EMP-1948,Engineering,12,2.9,4.4,99393,0
EMP-1949,Engineering,13,1.2,4.5,74516,1
EMP-1950,Finance,10,2.0,4.9,165272,1
EMP-1951,Sales,15,2.3,3.5,101401,1
EMP-1952,Marketing,4,1.9,4.7,87575,1
EMP-1953,Finance,13,4.2,2.6,161281,0
EMP-1954,Engineering,5,3.2,1.9,86486,1
EMP-1955,Finance,5,4.0,4.0,171996,0
EMP-1956,Marketing,1,2.4,2.4,101364,1
EMP-1957,Marketing,10,1.1,2.2,94259,0
EMP-1958,Engineering,12,3.4,4.6,107072,0
EMP-1959,Marketing,4,2.2,3.2,123013,0
EMP-1960,Finance,15,1.9,4.9,111680,0
EMP-1961,Sales,7,4.9,1.7,175255,0
EMP-1962,HR,6,4.0,5.0,172376,0
EMP-1963,Finance,12,1.6,4.9,128474,1
EMP-1964,Finance,1,4.8,3.7,121273,0
EMP-1965,Engineering,2,2.0,2.9,93373,1
EMP-1966,Finance,8,1.5,2.7,147350,0
EMP-1967,HR,1,1.1,3.3,138204,0
EMP-1968,Engineering,1,1.4,2.2,165672,1
EMP-1969,Engineering,9,1.5,1.4,158877,0
EMP-1970,Marketing,9,5.0,4.0,188246,0
EMP-1971,Marketing,3,2.8,2.6,50055,0
EMP-1972,HR,14,4.8,3.8,73996,0
EMP-1973,Finance,9,2.6,2.6,101899,0
EMP-1974,Engineering,10,1.7,4.5,95299,1
EMP-1975,Sales,12,1.5,2.1,74079,1
EMP-1976,Marketing,15,2.1,4.0,171821,0
EMP-1977,Finance,14,5.0,4.5,189604,0
EMP-1978,Marketing,7,1.3,2.0,105123,0
EMP-1979,Sales,13,4.4,4.8,146599,0
EMP-1980,Sales,1,3.9,4.7,199122,0
EMP-1981,Sales,3,2.6,4.5,85350,0
EMP-1982,Engineering,2,4.8,4.4,50088,0
EMP-1983,Engineering,13,2.4,1.7,82550,0
EMP-1984,Finance,6,2.9,2.3,141426,0
EMP-1985,Marketing,7,1.1,2.9,144822,0
EMP-1986,HR,4,2.9,4.8,72159,0
EMP-1987,Marketing,8,3.0,4.1,123366,0
EMP-1988,Engineering,10,4.8,2.4,63919,1
EMP-1989,Engineering,2,2.5,2.2,191815,1
EMP-1990,Marketing,15,3.6,1.7,179434,0
EMP-1991,Engineering,14,3.3,2.5,155482,0
EMP-1992,Marketing,1,4.6,3.4,154964,0
EMP-1993,Sales,7,1.7,2.8,148663,0
EMP-1994,Sales,6,1.5,1.3,92398,1
EMP-1995,Engineering,4,4.9,4.6,98138,0
EMP-1996,Marketing,15,3.1,2.6,70486,0
EMP-1997,HR,1,2.2,1.1,106010,0
EMP-1998,HR,8,1.7,4.2,134899,1
EMP-1999,Engineering,8,2.1,2.8,63085,1
EMP-2000,Engineering,5,1.2,2.8,180490,1
EMP-2001,Finance,11,3.8,4.8,120489,0
EMP-2002,HR,2,4.9,3.4,178289,0
EMP-2003,Marketing,6,4.7,1.1,103635,0
EMP-2004,Sales,13,2.4,3.1,167141,0
EMP-2005,Sales,15,4.3,4.9,132928,0
EMP-2006,Engineering,6,3.6,2.6,191430,0
EMP-2007,HR,14,4.9,2.4,114380,0
EMP-2008,Sales,10,3.3,3.9,68397,1
EMP-2009,Sales,7,1.5,2.0,51786,1
EMP-2010,Sales,4,4.1,2.7,141512,0
EMP-2011,Marketing,11,3.2,2.6,100922,0
EMP-2012,Sales,12,1.1,2.6,94924,1
EMP-2013,Engineering,5,1.1,1.7,150725,1
EMP-2014,Sales,5,1.5,4.0,144255,1
EMP-2015,Marketing,5,1.3,3.0,93987,0
EMP-2016,Engineering,3,3.9,4.5,74759,0
EMP-2017,Sales,10,4.5,1.4,83037,0
EMP-2018,Sales,14,1.5,2.8,69489,1
EMP-2019,Finance,8,2.2,2.4,62975,0
EMP-2020,Marketing,1,3.1,2.6,80660,0
EMP-2021,Sales,1,3.8,3.7,80422,0
EMP-2022,HR,7,1.8,3.8,82290,1
EMP-2023,Finance,2,2.1,2.7,145180,0
EMP-2024,Finance,7,1.1,3.9,178473,0
EMP-2025,Marketing,12,3.8,4.6,73170,0
EMP-2026,Finance,14,3.8,3.5,120396,0
EMP-2027,Engineering,1,3.1,1.9,130477,0
EMP-2028,Finance,14,1.4,1.9,180031,1
EMP-2029,Sales,6,2.8,4.4,122788,1
EMP-2030,Sales,4,4.7,2.8,79530,0
EMP-2031,Engineering,15,3.4,2.2,63510,0
EMP-2032,HR,6,1.1,2.9,185668,1
EMP-2033,HR,1,1.6,3.7,164633,0
EMP-2034,Marketing,14,4.2,1.4,52296,1
EMP-2035,Marketing,1,1.0,4.5,51259,1
EMP-2036,Marketing,5,1.8,3.9,181261,0
EMP-2037,HR,9,2.6,4.3,186234,0
EMP-2038,Engineering,10,3.4,2.2,74799,1
EMP-2039,Engineering,8,3.2,4.2,56570,0
EMP-2040,Finance,5,4.2,2.1,119702,0
EMP-2041,Marketing,3,4.1,2.4,185722,0
EMP-2042,Finance,12,4.8,3.0,111860,0
EMP-2043,HR,1,1.9,4.2,133387,0
EMP-2044,Sales,3,2.9,4.6,73437,0
EMP-2045,Finance,9,2.8,4.4,184711,0
EMP-2046,Marketing,12,1.9,1.8,76782,1
EMP-2047,HR,14,4.8,1.8,96101,0
EMP-2048,Engineering,8,1.4,4.8,126297,1
EMP-2049,Finance,13,2.8,2.3,170191,1
EMP-2050,Finance,7,1.7,4.7,155460,0
EMP-2051,HR,12,2.5,1.5,116344,0
EMP-2052,Finance,7,2.6,3.2,127995,0
EMP-2053,Engineering,4,2.5,4.9,106711,0
EMP-2054,Finance,8,3.5,4.6,83690,0
EMP-2055,HR,14,3.2,4.3,118757,0
EMP-2056,Finance,3,2.8,1.3,181106,0
EMP-2057,Finance,12,3.0,1.4,104749,0
EMP-2058,Marketing,4,2.9,4.6,62486,0
EMP-2059,HR,12,3.1,3.1,94473,0
EMP-2060,Marketing,10,1.2,3.4,189938,1
EMP-2061,Engineering,15,2.9,1.6,181278,0
EMP-2062,HR,15,2.9,2.0,103260,0
EMP-2063,Engineering,3,1.1,4.9,140353,0
